sentence,sentiment
"['ਬਾਰਿਸ', 'ਕਾਰਨ', 'ਸਾਡਾ', 'ਪਰੋਗਰਾਮ', 'ਰੱਦ', 'ਹੋ', 'ਗਿਆ']",negative
"['ਇਹ', 'ਕਿਤਾਬ', 'ਦੋ', 'ਸੌ', 'ਪੰਨਿਆਂ', 'ਦੀ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਇਹ', 'ਤੋਹਫਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਆਇਆ']",positive
"['ਟਰੇਨ', 'ਲੇਟ', 'ਹੋਣ', 'ਕਾਰਨ', 'ਮੈਂ', 'ਮੀਟਿੰਗ', 'ਮਿਸ', 'ਕਰ', 'ਦਿੱਤੀ']",negative
"['ਪੰਜਾਬ', 'ਵਿੱਚ', 'ਕਣਕ', 'ਦੀ', 'ਫਸਲ', 'ਉਗਾਈ', 'ਜਾਂਦੀ', 'ਹੈ']",neutral
"['ਮੇਰੇ', 'ਪੁੱਤਰ', 'ਨੂੰ', 'ਚੰਗੀ', 'ਨੌਕਰੀ', 'ਮਿਲ', 'ਗਈ', 'ਹੈ']",positive
"['ਉਸ', 'ਨਾਲ', 'ਵਾਪਰੀ', 'ਘਟਨਾ', 'ਬਹੁਤ', 'ਦੁਖਦਾਈ', 'ਹੈ']",negative
"['ਰੇਲਗੱਡੀ', 'ਹਰ', 'ਰੋਜ', 'ਇਸ', 'ਸਟੇਸਨ', 'ਤੋਂ', 'ਗੁਜਰਦੀ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਤਰੱਕੀ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",positive
"['ਕੰਮ', 'ਦਾ', 'ਬੋਝ', 'ਬਹੁਤ', 'ਜਿਆਦਾ', 'ਹੈ']",negative
"['ਅੱਜ', 'ਸੋਮਵਾਰ', 'ਹੈ']",neutral
"['ਮੇਰੇ', 'ਦੋਸਤ', 'ਨੇ', 'ਮੇਰੀ', 'ਮਦਦ', 'ਕੀਤੀ']",positive
"['ਇਸ', 'ਹੋਟਲ', 'ਵਿੱਚ', 'ਸੇਵਾ', 'ਬਹੁਤ', 'ਮਾੜੀ', 'ਹੈ']",negative
"['ਪੰਜਾਬੀ', 'ਭਾਰਤ', 'ਦੀ', 'ਇੱਕ', 'ਭਾਸਾ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਇਹ', 'ਪਾਰਕ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਹੈ']",positive
"['ਬਿਜਲੀ', 'ਦੇ', 'ਬਿੱਲ', 'ਦਾ', 'ਭੁਗਤਾਨ', 'ਕਰਨਾ', 'ਮੁਸਕਲ', 'ਹੋ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਉਹ', 'ਹਰ', 'ਦਿਨ', 'ਕਾਲਜ', 'ਜਾਂਦਾ', 'ਹੈ']",neutral
"['ਸਾਡੀ', 'ਟੀਮ', 'ਨੇ', 'ਮੈਚ', 'ਜਿੱਤ', 'ਲਿਆ', 'ਹੈ']",positive
"['ਮੇਰਾ', 'ਦੋਸਤ', 'ਮੇਰੇ', 'ਨਾਲ', 'ਨਾਰਾਜ', 'ਹੈ']",negative
"['ਬੱਸ', 'ਸਵੇਰੇ', 'ਛੇ', 'ਵਜੇ', 'ਚੱਲਦੀ', 'ਹੈ']",neutral
"['ਅੱਜ', 'ਦਾ', 'ਦਿਨ', 'ਬਹੁਤ', 'ਵਧੀਆ', 'ਹੈ']",positive
"['ਮੇਰੇ', 'ਤੋਂ', 'ਗਲਤੀ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਉਹ', 'ਬਾਜਾਰ', 'ਵਿੱਚ', 'ਖਰੀਦਦਾਰੀ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਟੀਮ', 'ਨੇ', 'ਪਰੋਜੈਕਟ', 'ਸਮੇਂ', 'ਸਿਰ', 'ਪੂਰਾ', 'ਕੀਤਾ']",positive
"['ਮੇਰੀ', 'ਨੀਂਦ', 'ਖਰਾਬ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਅੱਜ', 'ਮੀਂਹ', 'ਪੈ', 'ਰਿਹਾ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਨਵਾਂ', 'ਘਰ', 'ਪਸੰਦ', 'ਆਇਆ']",positive
"['ਉਸਦੀ', 'ਗੱਲ', 'ਸੁਣ', 'ਕੇ', 'ਮੈਨੂੰ', 'ਬਹੁਤ', 'ਦੁੱਖ', 'ਹੋਇਆ']",negative
"['ਰੇਸਤਰਾਂ', 'ਰਾਤ', 'ਨੂੰ', 'ਦੱਸ', 'ਵਜੇ', 'ਬੰਦ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਸਕਾਲਰਸਿਪ', 'ਮਿਲ', 'ਗਈ', 'ਹੈ']",positive
"['ਕੀਮਤਾਂ', 'ਵਿੱਚ', 'ਵਾਧਾ', 'ਚਿੰਤਾਜਨਕ', 'ਹੈ']",negative
"['ਉਹ', 'ਸਾਮ', 'ਨੂੰ', 'ਪਾਰਕ', 'ਵਿੱਚ', 'ਸੈਰ', 'ਕਰਦਾ', 'ਹੈ']",neutral
"['ਮੇਰੇ', 'ਬੱਚੇ', 'ਨੇ', 'ਜਨਮਦਿਨ', ""'"", 'ਤੇ', 'ਮੈਨੂੰ', 'ਇੱਕ', 'ਸੁੰਦਰ', 'ਕਾਰਡ', 'ਦਿੱਤਾ']",positive
"['ਇਹ', 'ਦਵਾਈ', 'ਦੇ', 'ਬਹੁਤ', 'ਮਾੜੇ', 'ਸਾਈਡ', 'ਇਫੈਕਟ', 'ਹਨ']",negative
"['ਸਾਡੇ', 'ਸਹਿਰ', 'ਵਿੱਚ', 'ਪੰਜ', 'ਵੱਡੇ', 'ਹਸਪਤਾਲ', 'ਹਨ']",neutral
"['ਮੈਨੂੰ', 'ਇਹ', 'ਸੁਰਪਰਾਈਜ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਆਇਆ']",positive
"['ਮੈਂ', 'ਇੰਟਰਵਿਊ', 'ਵਿੱਚ', 'ਫੇਲ', 'ਹੋ', 'ਗਿਆ']",negative
"['ਦੁਕਾਨ', 'ਸਵੇਰੇ', 'ਅੱਠ', 'ਵਜੇ', 'ਖੁੱਲਹਦੀ', 'ਹੈ']",neutral
"['ਮੇਰਾ', 'ਵਿਆਹ', 'ਬਹੁਤ', 'ਯਾਦਗਾਰੀ', 'ਸੀ']",positive
"['ਮੇਰੀ', 'ਫਸਲ', 'ਬਰਬਾਦ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਬੱਚਾ', 'ਸਕੂਲ', 'ਗਿਆ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਧੀ', 'ਨੇ', 'ਪਹਿਲਾ', 'ਇਨਾਮ', 'ਜਿੱਤਿਆ', 'ਹੈ']",positive
"['ਬਿਮਾਰੀ', 'ਕਾਰਨ', 'ਮੇਰਾ', 'ਵਜਨ', 'ਘੱਟ', 'ਗਿਆ', 'ਹੈ']",negative
"['ਕਿਤਾਬ', 'ਮੇਜ', ""'"", 'ਤੇ', 'ਰੱਖੀ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਤਰੱਕੀ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",positive
"['ਮੇਰੀ', 'ਗੱਡੀ', 'ਖਰਾਬ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਸੂਰਜ', 'ਪੱਛਮ', 'ਵੱਲ', 'ਡੁੱਬਦਾ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਜਿੰਦਗੀ', 'ਵਿੱਚ', 'ਬਹੁਤ', 'ਖੁਸੀਆਂ', 'ਹਨ']",positive
"['ਮੇਰੀ', 'ਤਬੀਅਤ', 'ਖਰਾਬ', 'ਹੋਣ', 'ਕਾਰਨ', 'ਮੈਂ', 'ਕੰਮ', ""'"", 'ਤੇ', 'ਨਹੀਂ', 'ਜਾ', 'ਸਕਿਆ']",negative
"['ਦਰਿਆ', 'ਵਿੱਚ', 'ਪਾਣੀ', 'ਵਗ', 'ਰਿਹਾ', 'ਹੈ']",neutral
"['ਅੱਜ', 'ਮੇਰਾ', 'ਜਨਮਦਿਨ', 'ਹੈ']",positive
"['ਮੇਰੀ', 'ਜੇਬ', 'ਕੱਟੀ', 'ਗਈ', 'ਹੈ']",negative
"['ਉਹ', 'ਪੜਹਾਈ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਨਵੀਂ', 'ਨੌਕਰੀ', 'ਮਿਲ', 'ਗਈ', 'ਹੈ']",positive
"['ਮੇਰਾ', 'ਪੈਰ', 'ਮੋਚ', 'ਆ', 'ਗਈ', 'ਹੈ']",negative
"['ਉਹ', 'ਰੋਜ', 'ਸਵੇਰੇ', 'ਜਲਦੀ', 'ਉੱਠਦਾ', 'ਹੈ']",neutral
"['ਇਸ', 'ਖਿਡਾਰੀ', 'ਨੇ', 'ਸਾਨਦਾਰ', 'ਪਰਦਰਸਨ', 'ਕੀਤਾ']",positive
"['ਬਹੁਤ', 'ਗਰਮੀ', 'ਕਾਰਨ', 'ਸਾਰਾ', 'ਦਿਨ', 'ਬੁਰਾ', 'ਲੰਘਿਆ']",negative
"['ਅੱਜ', 'ਮੰਗਲਵਾਰ', 'ਹੈ']",neutral
"['ਮੇਰੇ', 'ਪੁੱਤਰ', 'ਨੂੰ', 'ਚੰਗੀ', 'ਨੌਕਰੀ', 'ਮਿਲ', 'ਗਈ', 'ਹੈ']",positive
"['ਮੇਰਾ', 'ਪਰਸ', 'ਚੋਰੀ', 'ਹੋ', 'ਗਿਆ', 'ਹੈ']",negative
"['ਉਹ', 'ਸਵੇਰੇ', 'ਛੇ', 'ਵਜੇ', 'ਉੱਠਦਾ', 'ਹੈ']",neutral
"['ਮੇਰਾ', 'ਪਰੋਜੈਕਟ', 'ਸਫਲ', 'ਰਿਹਾ']",positive
"['ਮੈਂ', 'ਆਪਣੀ', 'ਕਿਤਾਬ', 'ਗੁਆ', 'ਦਿੱਤੀ', 'ਹੈ']",negative
"['ਸਕੂਲ', 'ਵਿੱਚ', 'ਛੁੱਟੀ', 'ਹੈ']",neutral
"['ਮੇਰੇ', 'ਦੋਸਤ', 'ਨੇ', 'ਮੈਨੂੰ', 'ਜਨਮਦਿਨ', ""'"", 'ਤੇ', 'ਇੱਕ', 'ਸੁੰਦਰ', 'ਤੋਹਫਾ', 'ਦਿੱਤਾ']",positive
"['ਪੰਛੀ', 'ਦਾ', 'ਬੱਚਾ', 'ਜਖਮੀ', 'ਹੋ', 'ਗਿਆ', 'ਹੈ']",negative
"['ਇਹ', 'ਕਿਤਾਬ', 'ਚੰਗੀ', 'ਹੈ']",positive
"['ਵਿਦਿਆਰਥੀ', 'ਪੜਹ', 'ਰਹੇ', 'ਹਨ']",neutral
"['ਮੇਰੇ', 'ਦੋਸਤ', 'ਨੇ', 'ਮੇਰੀ', 'ਮਦਦ', 'ਕੀਤੀ']",positive
"['ਮੈਂ', 'ਮੋਬਾਈਲ', 'ਗੁਆ', 'ਬੈਠਾ', 'ਹਾਂ']",negative
"['ਕਲਾਸ', 'ਵਿੱਚ', 'ਤੀਹ', 'ਵਿਦਿਆਰਥੀ', 'ਹਨ']",neutral
"['ਮੈਨੂੰ', 'ਇਹ', 'ਤੋਹਫਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਆਇਆ']",positive
"['ਮੇਰੀ', 'ਨੀਂਦ', 'ਖਰਾਬ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਪੰਜਾਬ', 'ਵਿੱਚ', 'ਕਣਕ', 'ਦੀ', 'ਕਾਸਤ', 'ਹੁੰਦੀ', 'ਹੈ']",neutral
"['ਮੇਰੀ', 'ਪਰੀਖਿਆ', 'ਵਿੱਚ', 'ਪਹਿਲੀ', 'ਪੁਜੀਸਨ', 'ਆਈ', 'ਹੈ']",positive
"['ਮੈਨੂੰ', 'ਚੋਟ', 'ਲੱਗ', 'ਗਈ', 'ਹੈ']",negative
"['ਉਹ', 'ਚਾਰ', 'ਵਜੇ', 'ਘਰ', 'ਆਵੇਗਾ']",neutral
"['ਮੇਰੀ', 'ਜਿੰਦਗੀ', 'ਵਿੱਚ', 'ਬਹੁਤ', 'ਖੁਸੀਆਂ', 'ਹਨ']",positive
"['ਮੇਰੀ', 'ਸਾਈਕਲ', 'ਖਰਾਬ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਇਹ', 'ਜਗਹਾ', 'ਪੁਰਾਣੀ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਇਹ', 'ਗੀਤ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਹੈ']",positive
"['ਉਹ', 'ਮੇਰੇ', 'ਨਾਲ', 'ਨਾਰਾਜ', 'ਹੈ']",negative
"['ਚੰਦ', 'ਰਾਤ', 'ਨੂੰ', 'ਚਮਕਦਾ', 'ਹੈ']",neutral
"['ਮੈਨੂੰ', 'ਪਹਿਲਾ', 'ਇਨਾਮ', 'ਮਿਲਿਆ', 'ਹੈ']",positive
"['ਮੇਰੇ', 'ਘਰ', 'ਵਿੱਚ', 'ਚੋਰੀ', 'ਹੋ', 'ਗਈ', 'ਹੈ']",negative
"['ਪੰਛੀ', 'ਉੱਡ', 'ਰਹੇ', 'ਹਨ']",neutral
"['ਇਹ', 'ਸਮਾਂ', 'ਮੇਰੀ', 'ਜਿੰਦਗੀ', 'ਦਾ', 'ਸਭ', 'ਤੋਂ', 'ਵਧੀਆ', 'ਸਮਾਂ', 'ਹੈ']",positive
"['ਮੇਰੇ', 'ਪੈਸੇ', 'ਗੁੰਮ', 'ਹੋ', 'ਗਏ', 'ਹਨ']",negative
"['ਫੁੱਲ', 'ਬਾਗ', 'ਵਿੱਚ', 'ਖਿੜੇ', 'ਹੋਏ', 'ਹਨ']",neutral
"['ਆਈਪੀਐਲ', 'ਵਿੱਚ', 'ਪੰਜਾਬ', 'ਨੇ', 'ਸਾਨਦਾਰ', 'ਜਿੱਤ', 'ਪਾਈ']",positive
"['ਹਾਕੀ', 'ਟੀਮ', 'ਦੀ', 'ਹਾਰ', 'ਨਾਲ', 'ਸਾਰੇ', 'ਨਿਰਾਸ', 'ਹੋਏ']",negative
"['ਕਰਿਕਟ', 'ਮੈਚ', 'ਵਿੱਚ', 'ਧੋਨੀ', 'ਨੇ', 'ਛੱਕਾ', 'ਮਾਰਿਆ']",positive
"['ਫੁੱਟਬਾਲ', 'ਖਿਡਾਰੀ', 'ਦੀ', 'ਇੰਜਰੀ', 'ਨੇ', 'ਚਿੰਤਾ', 'ਵਧਾਈ']",negative
"['ਨਵਾਂ', 'ਸਟੇਡੀਅਮ', 'ਬਣ', 'ਕੇ', 'ਤਿਆਰ', 'ਹੋ', 'ਗਿਆ']",positive
"['ਖਬਰਾਂ', 'ਵਿੱਚ', 'ਦੱਸਿਆ', 'ਕਿ', 'ਮੀਂਹ', 'ਪੈਣ', 'ਵਾਲਾ', 'ਏ']",neutral
"['ਦਿੱਲੀ', 'ਦਾ', 'ਪਰਦੂਸਣ', 'ਖਤਰਨਾਕ', 'ਹੱਦ', 'ਤੱਕ', 'ਵਧ', 'ਗਿਆ']",negative
"['ਪੰਜਾਬ', 'ਵਿੱਚ', 'ਨਵੀਂ', 'ਸੜਕ', 'ਦਾ', 'ਉਦਘਾਟਨ', 'ਹੋਇਆ']",positive
"['ਚੋਣਾਂ', 'ਦੀ', 'ਤਾਰੀਖ', 'ਦਾ', 'ਐਲਾਨ', 'ਅੱਜ', 'ਹੋਇਆ']",neutral
"['ਹਾਦਸੇ', 'ਵਿੱਚ', 'ਕਈ', 'ਲੋਕ', 'ਜਖਮੀ', 'ਹੋ', 'ਗਏ']",negative
"['ਪਿੰਡ', 'ਵਿੱਚ', 'ਸਾਰੇ', 'ਲੋਕ', 'ਤਿਉਹਾਰ', 'ਮਨਾ', 'ਰਹੇ', 'ਨੇ']",positive
"['ਸਹਿਰ', 'ਵਿੱਚ', 'ਝਗੜੇ', 'ਕਾਰਨ', 'ਮਾਹੌਲ', 'ਖਰਾਬ', 'ਹੋਇਆ']",negative
"['ਸਮਾਜ', 'ਵਿੱਚ', 'ਇੱਕਤਾ', 'ਦੀ', 'ਮਿਸਾਲ', 'ਕਾਇਮ', 'ਹੋਈ']",positive
"['ਪਰਿਵਾਰ', 'ਨੇ', 'ਮਿਲ', 'ਕੇ', 'ਸਮੱਸਿਆ', 'ਹੱਲ', 'ਕੀਤੀ']",positive
"['ਪੰਚਾਇਤ', 'ਨੇ', 'ਗਲਤ', 'ਫੈਸਲਾ', 'ਲੈ', 'ਲਿਆ']",negative
"['ਦੁਨੀਆਂ', 'ਵਿੱਚ', 'ਅਮਨ', 'ਦੀ', 'ਆਸ', 'ਵਧ', 'ਰਹੀ', 'ਏ']",positive
"['ਜੰਗ', 'ਦੀ', 'ਖਬਰ', 'ਸੁਣ', 'ਕੇ', 'ਸਾਰੇ', 'ਡਰ', 'ਗਏ']",negative
"['ਵਿਦੇਸ', 'ਵਿੱਚ', 'ਪੰਜਾਬੀਆਂ', 'ਨੇ', 'ਨਾਮ', 'ਚਮਕਾਇਆ']",positive
"['ਸਮੁੰਦਰ', 'ਦੀ', 'ਸੈਰ', 'ਕਰਨ', 'ਦਾ', 'ਮੌਕਾ', 'ਮਿਲਿਆ']",positive
"['ਪਹਾੜਾਂ', 'ਵਿੱਚ', 'ਬਰਫਬਾਰੀ', 'ਹੋ', 'ਰਹੀ', 'ਏ']",neutral
"['ਨਵੀਂ', 'ਫਿਲਮ', 'ਦੀ', 'ਕਹਾਣੀ', 'ਬਹੁਤ', 'ਸੋਹਣੀ', 'ਸੀ']",positive
"['ਹੀਰੋ', 'ਦਾ', 'ਐਕਸਨ', 'ਕਮਜੋਰ', 'ਲੱਗਿਆ']",negative
"['ਪੰਜਾਬੀ', 'ਮੂਵੀ', 'ਨੇ', 'ਬਾਕਸ', 'ਆਫਿਸ', 'ਤੇ', 'ਧਮਾਲ', 'ਮਚਾਈ']",positive
"['ਫਿਲਮ', 'ਦਾ', 'ਗੀਤ', 'ਸੁਣ', 'ਕੇ', 'ਦਿਲ', 'ਖੁਸ', 'ਹੋ', 'ਗਿਆ']",positive
"['ਕੱਲਹ', 'ਫਿਲਮ', 'ਦੇਖਣ', 'ਦਾ', 'ਪਲਾਨ', 'ਬਣਾਇਆ']",neutral
"['ਡਾਇਰੈਕਟਰ', 'ਨੇ', 'ਬੋਰਿੰਗ', 'ਕਹਾਣੀ', 'ਬਣਾਈ']",negative
"['ਯਾਰ', ',', 'ਤੂੰ', 'ਕਿੱਥੇ', 'ਗਿਆ', 'ਸੀ', 'ਅੱਜ', '?']",neutral
"['ਭਾਈ', ',', 'ਚੰਗਾ', 'ਏਂ', 'ਤਾਂ', 'ਹਾਲ', 'ਕੀ', 'ਏ', '?']",neutral
"['ਹੁਣੇ', 'ਚਾਹ', 'ਪੀਣ', 'ਦਾ', 'ਮਨ', 'ਕਰ', 'ਰਿਹਾ', 'ਏ']",positive
"['ਬੱਸ', 'ਚੱਲਦਾ', 'ਏ', ',', 'ਤੂੰ', 'ਕੀ', 'ਕਰ', 'ਰਿਹਾ', 'ਏਂ', '?']",neutral
"['ਓਏ', ',', 'ਬਹੁਤ', 'ਟੈਂਸਨ', 'ਹੋ', 'ਗਈ', 'ਅੱਜ']",negative
"['ਚੱਕ', 'ਦੇ', 'ਫੱਟੇ', ',', 'ਅਸੀਂ', 'ਜਿੱਤ', 'ਗਏ', '!']",positive
"['ਬੱਲੇ-ਬੱਲੇ', ',', 'ਮੈਚ', 'ਦੇਖ', 'ਕੇ', 'ਮਜਾ', 'ਆ', 'ਗਿਆ']",positive
"['ਫਾਸਟ', 'ਗੱਡੀ', 'ਚਲਾ', ',', 'ਲੇਟ', 'ਹੋ', 'ਰਹੇ', 'ਆਂ']",neutral
"['ਟੈਂਸਨ', 'ਨਾ', 'ਲੈ', ',', 'ਸਭ', 'ਠੀਕ', 'ਹੋ', 'ਜੂ']",positive
"['ਕਰਿਕਟ', 'ਟੀਮ', 'ਨੇ', 'ਤੇਜ', 'ਖੇਡ', 'ਪੇਸ', 'ਕੀਤੀ']",positive
"['ਖਬਰ', 'ਸੁਣ', 'ਕੇ', 'ਸਾਰੇ', 'ਹੈਰਾਨ', 'ਰਹਿ', 'ਗਏ']",negative
"['ਸਕੂਲ', 'ਵਿੱਚ', 'ਨਵਾਂ', 'ਪਰੋਗਰਾਮ', 'ਹੋਇਆ']",positive
"['ਮੀਂਹ', 'ਕਾਰਨ', 'ਸੜਕਾਂ', 'ਬੰਦ', 'ਹੋ', 'ਗਈਆਂ']",negative
"['ਸਮਾਜ', 'ਵਿੱਚ', 'ਬਦਲਾਅ', 'ਦੀ', 'ਲੋੜ', 'ਏ']",neutral
"['ਦੇਸ', 'ਦੀ', 'ਤਰੱਕੀ', 'ਸਾਰਿਆਂ', 'ਨੂੰ', 'ਖੁਸ', 'ਕਰ', 'ਰਹੀ', 'ਏ']",positive
"['ਫਿਲਮ', 'ਦਾ', 'ਟਰੇਲਰ', 'ਬਹੁਤ', 'ਵਧੀਆ', 'ਲੱਗਿਆ']",positive
"['ਯਾਰ', ',', 'ਕੱਲਹ', 'ਕਿੱਥੇ', 'ਮਿਲਣਾ', 'ਏ', '?']",neutral
"['ਓਏ', ',', 'ਇਹ', 'ਤਾਂ', 'ਜੋਰਦਾਰ', 'ਗੱਲ', 'ਏ']",positive
"['ਖੇਡ', 'ਵਿੱਚ', 'ਗੋਲ', 'ਹੋਣ', 'ਨਾਲ', 'ਖੁਸੀ', 'ਹੋਈ']",positive
"['ਪੁਲਿਸ', 'ਨੇ', 'ਚੋਰ', 'ਫੜ', 'ਲਿਆ']",positive
"['ਸਹਿਰ', 'ਵਿੱਚ', 'ਟਰੈਫਿਕ', 'ਜਾਮ', 'ਹੋ', 'ਗਿਆ']",negative
"['ਵਿਦੇਸ', 'ਤੋਂ', 'ਚੰਗੀ', 'ਖਬਰ', 'ਆਈ']",positive
"['ਫਿਲਮ', 'ਦੀ', 'ਸੂਟਿੰਗ', 'ਪੰਜਾਬ', 'ਵਿੱਚ', 'ਹੋਈ']",neutral
"['ਭਾਈ', ',', 'ਤੂੰ', 'ਵੀ', 'ਆ', 'ਜਾ', 'ਪਾਰਟੀ', 'ਵਿੱਚ']",neutral
"['ਖਿਡਾਰੀ', 'ਨੇ', 'ਸਾਨਦਾਰ', 'ਪਰਦਰਸਨ', 'ਕੀਤਾ']",positive
"['ਸਰਕਾਰ', 'ਨੇ', 'ਨਵਾਂ', 'ਟੈਕਸ', 'ਲਾਇਆ']",negative
"['ਪਿੰਡ', 'ਦਾ', 'ਮੇਲਾ', 'ਬਹੁਤ', 'ਰੌਣਕ', 'ਲਿਆਇਆ']",positive
"['ਜੰਗ', 'ਦੀ', 'ਧਮਕੀ', 'ਨਾਲ', 'ਮਾਹੌਲ', 'ਗਰਮ', 'ਹੋਇਆ']",negative
"['ਮੂਵੀ', 'ਦਾ', 'ਕਲਾਈਮੈਕਸ', 'ਬਹੁਤ', 'ਰੋਮਾਂਚਕ', 'ਸੀ']",positive
"['ਕੀ', 'ਹਾਲ', 'ਏ', ',', 'ਤੂੰ', 'ਠੀਕ', 'ਏਂ', '?']",neutral
"['ਬੇਫਿਕਰੇ', 'ਹੋ', 'ਕੇ', 'ਜੀ', 'ਰਿਹਾ', 'ਏਂ']",positive
"['ਮੈਚ', 'ਦੀ', 'ਟਿਕਟ', 'ਨਾ', 'ਮਿਲੀ']",negative
"['ਅੱਜ', 'ਖਬਰਾਂ', 'ਵਿੱਚ', 'ਕੁਝ', 'ਖਾਸ', 'ਨਹੀਂ', 'ਸੀ']",neutral
"['ਤਿਉਹਾਰ', 'ਦੀ', 'ਤਿਆਰੀ', 'ਸੁਰੂ', 'ਹੋ', 'ਗਈ']",positive
"['ਦੁਨੀਆਂ', 'ਦਾ', 'ਸਭ', 'ਤੋਂ', 'ਵੱਡਾ', 'ਸਹਿਰ', 'ਗੰਧਲਾ', 'ਹੋ', 'ਗਿਆ']",negative
"['ਫਿਲਮ', 'ਦਾ', 'ਡਾਇਲਾਗ', 'ਸੁਣ', 'ਕੇ', 'ਹਾਸਾ', 'ਆਇਆ']",positive
"['ਚੱਲ', ',', 'ਕਿਤੇ', 'ਘੁੰਮਣ', 'ਚੱਲੀਏ']",neutral
"['ਚੜਹਦੀ', 'ਕਲਾ', 'ਵਿੱਚ', 'ਰਹਿਣਾ', 'ਏ']",positive
"['ਖੇਡ', 'ਦੌਰਾਨ', 'ਝਗੜਾ', 'ਹੋ', 'ਗਿਆ']",negative
"['ਸਕੂਲ', 'ਦੀ', 'ਛੁੱਟੀ', 'ਦਾ', 'ਐਲਾਨ', 'ਹੋਇਆ']",positive
"['ਪਰਦੂਸਣ', 'ਕਾਰਨ', 'ਸਾਹ', 'ਲੈਣਾ', 'ਮੁਸਕਲ', 'ਹੋਇਆ']",negative
"['ਸਮਾਜ', 'ਨੇ', 'ਇੱਕ', 'ਦੂਜੇ', 'ਦੀ', 'ਮਦਦ', 'ਕੀਤੀ']",positive
"['ਵਿਦੇਸ', 'ਜਾਣ', 'ਦਾ', 'ਸੁਪਨਾ', 'ਪੂਰਾ', 'ਹੋਇਆ']",positive
"['ਗੀਤ', 'ਦੀ', 'ਧੁਨ', 'ਬਹੁਤ', 'ਮਿੱਠੀ', 'ਸੀ']",positive
"['ਯਾਰ', ',', 'ਤੇਰੀ', 'ਗੱਲ', 'ਸੁਣ', 'ਕੇ', 'ਮਜਾ', 'ਆ', 'ਗਿਆ']",positive
"['ਫਿੱਟੇ', 'ਮੂੰਹ', ',', 'ਇਹ', 'ਕੀ', 'ਕਰਤਾ', 'ਏ']",negative
"['ਕਰਿਕਟ', 'ਵਿੱਚ', 'ਨਵਾਂ', 'ਰਿਕਾਰਡ', 'ਬਣਿਆ']",positive
"['ਖਬਰਾਂ', 'ਨੇ', 'ਸਾਰਿਆਂ', 'ਨੂੰ', 'ਚੌਂਕਾ', 'ਦਿੱਤਾ']",negative
"['ਪਿੰਡ', 'ਵਿੱਚ', 'ਸਭ', 'ਖੁਸਹਾਲ', 'ਨੇ']",positive
"['ਜੰਗਲ', 'ਵਿੱਚ', 'ਅੱਗ', 'ਲੱਗ', 'ਗਈ']",negative
"['ਫਿਲਮ', 'ਦਾ', 'ਸੀਨ', 'ਬਹੁਤ', 'ਡਰਾਮੇਟਿਕ', 'ਸੀ']",neutral
"['ਭਾਈ', ',', 'ਅੱਜ', 'ਰਾਤ', 'ਕੀ', 'ਪਲਾਨ', 'ਏ', '?']",neutral
"['ਜੋਰਦਾਰ', 'ਮੈਚ', 'ਦੇਖ', 'ਕੇ', 'ਖੂਬ', 'ਮਜਾ', 'ਆਇਆ']",positive
"['ਸੜਕ', 'ਦੀ', 'ਹਾਲਤ', 'ਬਹੁਤ', 'ਖਰਾਬ', 'ਹੋ', 'ਗਈ']",negative
"['ਚੋਣਾਂ', 'ਤੋਂ', 'ਪਹਿਲਾਂ', 'ਰੈਲੀ', 'ਹੋਈ']",neutral
"['ਲੋਕਾਂ', 'ਨੇ', 'ਮਿਲ', 'ਕੇ', 'ਪਿੰਡ', 'ਸਜਾਇਆ']",positive
"['ਦੁਨੀਆਂ', 'ਦੀ', 'ਖਬਰ', 'ਸੁਣ', 'ਕੇ', 'ਹੈਰਾਨੀ', 'ਹੋਈ']",negative
